Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Gender,Exam_Score
28,81,Medium,Low,6,65,Male,67
12,79,High,Medium,5,56,Female,64
19,80,High,Low,6,63,Male,64
14,85,Low,Medium,7,89,Male,67
23,86,Low,High,7,67,Female,68
18,72,Medium,Low,9,84,Male,64
17,66,Medium,Medium,7,89,Male,63
25,66,Medium,High,7,91,Male,68
20,86,Low,Low,8,94,Female,64
23,95,Low,Medium,7,80,Female,70
14,76,Low,Medium,7,64,Male,64
12,67,High,Medium,7,58,Male,59
21,90,High,Medium,8,75,Male,71
18,93,Low,Medium,6,55,Male,67
24,95,Medium,Low,6,96,Female,73
20,84,Low,Low,8,72,Male,66
21,94,High,High,5,94,Male,73
10,61,High,Medium,7,85,Female,62
31,64,Medium,High,6,93,Female,69
19,64,Medium,High,8,94,Female,66
24,89,Medium,Low,9,53,Male,68
15,63,Medium,Medium,6,86,Male,65
22,80,Medium,Medium,8,61,Male,67
12,79,Medium,Medium,7,99,Female,64
23,72,High,High,6,89,Male,67
18,95,Low,Low,7,50,Female,66
20,67,High,Medium,9,96,Female,68
24,74,Medium,Medium,7,65,Male,68
13,91,Medium,Low,9,71,Male,64
16,61,High,Medium,7,81,Female,63
23,87,High,Medium,5,96,Female,72
33,93,High,Medium,7,96,Female,75
19,97,High,Medium,5,78,Male,71
24,95,High,Medium,7,66,Male,71
19,73,Medium,Medium,6,64,Female,66
32,83,High,Medium,10,68,Female,71
10,63,High,Medium,9,59,Male,61
21,70,Medium,Medium,7,83,Male,65
10,64,Medium,Low,9,76,Female,58
5,73,High,Low,6,89,Male,62
22,95,High,Low,5,55,Female,69
21,74,Medium,Low,8,70,Male,65
18,82,High,Medium,8,62,Female,69
19,77,High,Medium,6,77,Female,68
39,78,Medium,Medium,6,73,Male,70
18,99,High,Medium,8,72,Female,72
23,72,Low,Medium,4,66,Female,66
16,85,Low,High,8,86,Female,68
22,77,Medium,Medium,7,74,Male,67
19,62,High,Low,8,60,Female,61
18,80,Low,Low,8,77,Female,64
31,93,High,Medium,6,80,Male,74
27,64,Medium,Medium,5,51,Female,64
21,63,High,Low,9,60,Male,64
6,66,High,Medium,7,62,Male,61
18,91,High,High,7,62,Male,71
36,89,High,Low,8,62,Male,72
19,83,High,High,6,64,Female,68
27,79,Low,High,8,63,Female,69
29,96,Medium,High,8,94,Male,74
21,91,Medium,High,9,66,Female,70
15,92,High,Low,9,67,Male,69
5,93,Low,Low,7,63,Male,64
24,86,Low,Low,8,98,Male,71
15,78,High,Low,7,77,Male,65
21,95,High,Medium,7,81,Male,71
13,97,High,High,5,87,Female,71
18,61,Low,Medium,7,67,Male,66
20,62,Medium,Medium,4,98,Male,64
22,98,Medium,Medium,7,58,Male,70
13,71,Low,Low,9,73,Male,61
27,95,Medium,Medium,8,57,Female,71
16,76,Medium,Medium,7,90,Male,65
10,65,Low,High,7,55,Female,59
19,63,Medium,Medium,6,78,Male,63
20,66,Medium,Medium,6,55,Female,64
21,70,Low,Low,8,73,Male,63
28,80,High,High,5,64,Female,70
19,88,High,Medium,5,95,Male,70
19,99,High,High,8,53,Male,72
13,78,Medium,High,7,82,Female,65
25,81,High,Medium,7,85,Female,71
21,81,High,Medium,7,94,Male,70
17,82,Medium,Low,10,94,Female,66
9,81,Medium,Medium,7,99,Female,64
29,60,Low,High,7,63,Male,64
13,60,High,Low,10,64,Male,59
16,64,Medium,High,7,70,Male,65
22,64,High,Medium,10,77,Male,66
13,88,Medium,Medium,4,68,Female,67
11,68,High,Medium,5,87,Male,62
7,96,High,Low,6,50,Male,65
24,97,High,Medium,8,51,Female,73
17,99,Medium,Medium,10,86,Male,70
38,98,Low,Medium,6,94,Female,75
14,71,High,High,8,89,Female,66
14,80,High,Medium,10,56,Female,65
17,67,Medium,Medium,9,97,Female,64
21,92,High,Low,6,76,Male,70
17,96,Medium,High,8,87,Male,71
24,94,Low,Medium,8,60,Male,68
14,77,Medium,Medium,6,77,Male,64
12,90,High,High,8,67,Female,67
9,64,Medium,High,6,99,Male,65
7,62,High,Medium,7,74,Female,62
17,90,Low,High,5,88,Female,68
18,77,High,Medium,4,80,Male,66
16,100,High,High,7,55,Male,69
27,64,Medium,Medium,7,77,Male,68
27,94,Medium,Low,5,77,Female,71
18,79,Medium,High,8,86,Female,68
9,93,High,Low,7,66,Male,64
17,93,Low,Medium,8,93,Male,66
16,97,Medium,Low,8,81,Male,70
16,72,Low,Medium,9,52,Female,60
16,98,Medium,Medium,8,85,Male,69
16,66,Medium,Medium,7,95,Male,65
18,63,High,High,7,84,Female,66
16,77,Medium,Low,10,69,Female,64
21,93,Medium,High,8,80,Female,71
22,79,High,Low,7,59,Male,66
15,93,Medium,Low,7,80,Female,66
28,89,Medium,Medium,6,75,Male,68
14,68,High,High,5,51,Male,63
10,98,Medium,Low,10,66,Female,66
22,62,Low,Medium,8,60,Male,61
15,96,Medium,Low,5,70,Male,70
22,72,Medium,High,7,62,Female,68
6,80,Medium,Medium,9,92,Male,65
28,77,High,Medium,6,85,Female,69
24,67,Medium,High,6,87,Male,67
11,74,High,Medium,8,68,Male,62
11,68,Low,High,8,50,Female,61
30,68,High,High,6,61,Female,70
16,67,High,Medium,6,88,Male,65
15,80,High,Medium,8,80,Female,65
6,92,Medium,Medium,5,77,Male,66
18,83,Medium,High,6,64,Female,66
19,96,Medium,Medium,7,54,Male,69
24,85,High,High,8,89,Female,70
12,88,High,Medium,6,52,Male,63
11,87,Low,Medium,8,53,Female,64
23,78,High,Low,9,65,Female,65
26,88,High,Medium,6,79,Male,71
11,63,Medium,Medium,10,100,Female,61
26,94,Low,Low,9,55,Male,69
20,91,High,Medium,7,74,Male,69
27,70,Medium,Medium,7,80,Female,66
20,91,High,Medium,6,91,Male,72
5,61,High,Medium,9,84,Male,60
19,69,Low,Low,7,90,Male,62
26,63,Medium,Medium,5,76,Female,66
15,91,Medium,High,4,72,Male,69
18,90,High,Medium,7,81,Male,69
19,93,Medium,High,7,95,Female,71
3,60,Medium,Low,6,78,Female,57
30,80,High,High,5,80,Female,72
15,88,Low,Medium,4,67,Female,66
23,66,Medium,Medium,6,80,Female,66
19,86,Medium,Medium,6,81,Male,70
28,63,Medium,Medium,8,88,Male,67
22,67,Medium,Medium,7,79,Female,65
19,79,Medium,Medium,9,60,Female,63
15,86,High,Low,8,79,Female,68
25,66,Low,Medium,8,65,Male,63
9,67,Medium,High,8,54,Male,63
24,68,Medium,Medium,5,91,Female,68
13,70,Medium,Medium,6,53,Female,60
28,69,Medium,Medium,10,82,Female,67
21,76,Low,Low,4,99,Male,65
24,86,High,Low,7,54,Male,68
20,78,Medium,Low,8,61,Female,62
9,91,Medium,Low,4,88,Female,65
15,89,Medium,Medium,6,55,Male,66
24,65,Medium,Medium,10,92,Male,67
21,62,Low,High,7,50,Female,60
27,95,Low,High,6,94,Female,74
22,63,Low,Low,7,53,Male,62
14,66,Low,Medium,6,96,Male,61
15,61,Medium,Medium,10,93,Male,63
21,85,Medium,Low,6,77,Male,66
6,83,Medium,Medium,6,89,Female,65
30,99,Low,Medium,5,54,Male,72
23,95,High,Medium,7,57,Female,70
27,76,High,High,7,68,Female,71
11,75,High,High,9,77,Male,64
27,72,Medium,High,5,93,Male,70
33,66,Medium,Medium,8,77,Male,68
12,66,Low,High,7,83,Male,61
25,65,High,Medium,4,84,Male,68
20,65,Low,Medium,6,94,Female,64
11,70,Medium,High,6,89,Female,64
23,72,Medium,High,10,99,Female,71
25,98,Medium,High,8,51,Female,72
16,83,Medium,Medium,7,60,Female,66
27,100,Low,Medium,4,97,Female,74
10,75,Medium,Medium,4,90,Male,65
11,78,High,High,8,63,Female,64
21,73,High,Medium,8,99,Male,69
20,67,Medium,Medium,6,93,Male,62
16,66,Medium,Medium,7,53,Male,62
25,98,Low,Low,7,91,Female,72
23,99,Medium,High,7,89,Female,73
25,62,Medium,Low,6,61,Female,64
19,66,Medium,Medium,8,83,Female,65
24,77,High,High,9,99,Male,70
17,67,Medium,Medium,6,84,Female,66
32,75,Low,High,5,91,Female,70
15,65,Medium,High,6,55,Female,63
33,78,Low,Low,7,86,Male,69
20,71,High,Medium,8,60,Male,64
12,74,Low,Medium,8,54,Female,63
28,64,Medium,Medium,8,78,Male,66
21,77,Medium,Medium,8,88,Female,68
25,99,Medium,Medium,7,77,Male,97
27,73,Low,Low,9,97,Female,67
22,95,Medium,Medium,7,85,Male,71
16,94,Low,Low,8,56,Female,66
26,98,Medium,Low,7,97,Male,72
20,92,High,Medium,7,58,Female,70
24,86,Medium,Medium,7,88,Male,69
7,94,Medium,Low,9,57,Female,66
23,63,High,High,7,100,Female,69
16,79,Medium,Medium,6,67,Male,65
30,100,High,High,6,75,Female,75
24,91,Low,Medium,8,73,Male,70
21,98,High,Low,6,55,Male,70
23,91,Medium,High,7,75,Male,69
14,95,High,Medium,7,57,Female,68
30,88,Low,Medium,6,90,Male,73
32,90,Medium,Medium,5,98,Male,74
22,81,Low,Low,5,90,Female,66
30,97,High,Medium,6,72,Female,74
17,93,Medium,Low,5,50,Male,67
15,94,High,Medium,8,52,Female,67
20,87,Medium,High,10,75,Female,70
23,72,Low,High,6,84,Male,67
18,61,Medium,Low,6,91,Female,80
23,97,Medium,High,6,80,Male,70
22,83,High,Medium,8,99,Female,71
14,72,Medium,Low,8,75,Male,64
23,66,High,High,7,80,Female,68
25,93,Medium,Medium,5,62,Male,68
21,93,Medium,Medium,6,67,Female,69
27,93,High,Low,7,84,Male,72
13,86,Medium,Medium,7,80,Male,65
23,75,Low,Low,7,68,Male,64
13,72,Medium,High,8,56,Female,64
13,60,Low,Medium,5,67,Male,58
16,93,High,Medium,7,52,Male,69
14,63,High,Low,7,79,Male,61
17,85,High,High,6,66,Female,68
19,80,High,Medium,6,69,Male,66
25,81,Medium,Medium,8,79,Female,68
18,97,Low,High,5,79,Male,70
10,61,High,Low,10,79,Male,62
27,91,Medium,Medium,8,75,Male,71
15,62,Medium,Medium,7,74,Female,61
20,62,High,Medium,7,91,Male,64
23,77,Medium,Low,8,73,Male,65
21,63,Low,Medium,6,77,Male,63
27,92,High,Medium,6,99,Female,74
23,81,Medium,High,9,59,Male,68
15,61,High,Medium,6,86,Female,65
33,62,Medium,Medium,7,74,Male,66
21,85,Medium,High,6,92,Male,69
19,92,Low,Medium,7,70,Male,69
26,78,High,Medium,8,65,Female,70
21,82,Medium,Medium,10,60,Female,70
22,92,Medium,Medium,6,94,Male,71
35,84,Medium,Medium,5,86,Female,72
18,69,Medium,Low,7,54,Male,61
18,85,Medium,High,6,86,Female,68
21,85,Medium,Low,7,52,Male,66
26,89,Medium,Medium,8,59,Male,70
11,85,Medium,Low,10,80,Female,63
8,99,Medium,High,6,73,Female,68
16,68,Low,Medium,4,92,Male,62
10,98,Medium,High,7,80,Male,69
17,82,Medium,Medium,8,98,Male,69
23,87,Medium,Low,6,93,Female,72
15,64,High,Medium,7,67,Male,64
11,75,Low,Medium,7,92,Female,63
20,91,Medium,Medium,7,93,Male,70
25,88,Low,Medium,8,98,Male,69
10,62,High,High,7,51,Male,61
25,82,High,High,8,94,Male,70
25,64,Medium,Medium,4,53,Male,64
26,100,High,High,6,76,Male,76
27,96,Medium,Medium,6,71,Female,73
33,61,Low,Low,5,96,Male,67
18,94,Medium,Medium,7,70,Female,69
21,97,Medium,Medium,6,80,Male,72
18,74,Medium,Medium,6,85,Female,66
20,89,Medium,Medium,8,51,Female,70
29,78,Medium,High,7,80,Female,73
12,86,High,Medium,5,76,Female,68
15,74,Medium,High,6,80,Male,66
28,73,Low,Medium,8,54,Female,67
26,77,Medium,Low,7,53,Female,67
18,66,Medium,High,9,59,Male,62
25,93,Low,Medium,8,93,Male,72
22,74,Low,High,6,68,Male,65
29,76,Medium,Low,9,72,Male,69
20,96,Medium,High,9,70,Male,69
26,80,High,Medium,4,86,Male,69
36,82,Low,Low,7,63,Male,69
24,98,Low,Medium,6,53,Female,69
20,95,Medium,High,7,69,Male,70
24,67,High,Low,6,86,Female,67
18,79,Medium,High,6,96,Male,69
34,99,Medium,Medium,8,53,Male,75
21,75,Low,Medium,5,91,Male,66
18,75,Medium,Low,7,53,Male,63
15,68,Medium,Medium,5,67,Male,64
27,65,Medium,Medium,9,51,Female,66
25,90,Medium,Medium,7,96,Male,72
17,91,Medium,High,8,85,Female,71
23,99,Low,Medium,7,68,Male,70
11,91,High,Medium,7,69,Male,67
21,70,Medium,Low,7,82,Female,65
23,62,High,High,9,54,Male,65
30,99,Medium,Medium,6,57,Male,73
15,74,Medium,Medium,4,92,Male,66
12,72,Low,Medium,6,60,Male,62
15,96,Medium,High,5,86,Male,71
12,83,Medium,High,8,61,Male,66
28,69,High,High,7,54,Male,65
29,96,Medium,High,8,95,Female,75
22,100,High,Medium,7,95,Male,74
27,63,Medium,Low,7,80,Male,65
21,94,Medium,Medium,7,73,Female,71
19,76,High,Low,9,78,Female,65
18,81,Medium,Low,7,70,Male,65
18,97,Medium,Low,9,88,Female,67
11,99,Medium,Low,9,88,Male,67
22,70,Medium,Medium,7,91,Male,66
20,69,High,Medium,7,76,Female,67
24,63,Medium,Medium,6,90,Female,66
21,82,Low,High,9,58,Male,65
19,61,High,Medium,6,52,Female,59
15,76,High,High,6,82,Female,69
20,63,Medium,Medium,7,55,Male,63
24,76,Low,Medium,5,78,Male,65
13,62,Medium,Low,6,86,Male,61
21,93,Low,Medium,9,70,Female,68
21,68,Medium,High,8,52,Male,65
16,73,Low,Low,6,94,Female,61
16,95,Medium,High,8,52,Male,69
21,90,Low,Medium,10,95,Male,72
13,69,Medium,Low,7,53,Female,59
22,63,Medium,Medium,9,87,Female,63
15,89,Medium,Medium,8,96,Male,69
26,76,Low,Low,7,95,Male,67
34,91,Low,Medium,7,95,Male,70
15,78,Medium,High,8,94,Male,67
23,74,Medium,Medium,6,76,Male,66
16,78,Medium,Medium,4,78,Female,68
26,90,Low,High,6,81,Male,71
12,96,High,Medium,4,95,Male,69
23,62,High,Medium,6,92,Male,65
15,81,Medium,Medium,4,89,Female,66
19,61,Medium,High,8,84,Male,66
14,79,High,Medium,5,81,Female,67
25,95,High,Medium,8,96,Male,74
15,74,High,High,8,60,Male,66
23,97,Medium,High,8,60,Male,72
18,85,High,Low,4,99,Male,69
19,97,Low,High,9,78,Female,68
21,90,Medium,High,8,74,Male,71
15,64,Medium,Medium,8,93,Female,61
21,69,Medium,Medium,10,92,Male,65
29,76,Medium,High,8,59,Male,71
15,67,Low,Medium,5,59,Male,59
27,80,High,Medium,8,90,Female,71
29,79,Medium,High,5,89,Female,72
15,98,High,High,7,61,Female,71
11,77,Low,Low,6,92,Male,61
22,91,Medium,Medium,7,74,Female,67
17,98,Medium,Medium,5,73,Male,67
31,95,Medium,Medium,5,99,Female,74
20,68,High,High,6,76,Female,66
15,80,Medium,Medium,7,57,Male,63
13,74,Medium,Medium,6,64,Male,63
27,76,High,High,9,67,Female,68
17,74,Medium,Low,8,98,Female,65
20,93,Medium,Low,8,63,Male,66
26,78,Medium,Medium,6,72,Female,67
17,81,Medium,Medium,5,87,Female,67
20,99,Medium,Low,7,64,Male,70
20,62,Low,Medium,10,85,Male,65
24,80,Medium,Medium,7,60,Female,68
24,91,Medium,High,9,62,Male,70
19,66,High,Low,9,99,Male,66
20,84,High,Medium,8,68,Male,69
18,70,Medium,Medium,7,86,Female,65
11,95,Medium,Medium,6,92,Female,68
22,73,Low,Medium,7,67,Male,65
31,73,Medium,High,6,68,Female,70
15,84,Low,Low,7,89,Female,65
15,67,High,Medium,5,80,Male,67
15,71,High,Low,6,68,Female,64
24,77,Medium,Medium,8,87,Female,68
23,74,Medium,High,6,93,Female,70
19,81,Low,High,6,62,Female,64
14,84,High,Medium,6,51,Male,67
21,83,High,High,7,64,Male,68
11,86,Medium,Medium,4,84,Male,67
21,72,Medium,Low,6,96,Female,66
25,65,Medium,High,8,93,Female,66
12,90,Medium,Low,7,61,Male,66
11,94,Low,Low,8,94,Male,67
29,70,Medium,Medium,4,91,Male,69
16,76,Low,Medium,6,87,Female,65
27,80,Low,Low,7,84,Male,68
19,81,Low,High,8,90,Female,67
19,86,Medium,Medium,9,93,Male,69
23,62,Medium,Medium,8,91,Male,64
15,89,Medium,Medium,6,56,Male,67
21,62,High,Medium,6,86,Female,67
18,79,Medium,High,9,92,Male,67
12,93,Medium,High,6,59,Female,67
22,78,Medium,High,5,61,Male,68
18,66,Medium,Medium,7,89,Male,65
19,99,Low,High,9,67,Male,70
13,96,Medium,Medium,6,70,Female,68
30,91,High,Low,6,69,Female,72
25,76,Medium,High,6,61,Male,67
26,67,High,Low,8,97,Female,66
18,98,Low,Low,7,90,Male,68
10,81,Medium,High,8,63,Male,64
32,94,Medium,High,9,55,Male,75
20,74,High,Low,5,69,Female,66
16,73,High,High,6,71,Male,67
23,99,High,High,6,50,Male,71
27,81,Low,High,7,94,Male,68
20,66,Medium,Medium,8,93,Male,65
28,69,Low,High,6,93,Male,67
26,79,Low,High,6,90,Male,66
14,62,Low,Medium,8,87,Male,60
16,79,Medium,Medium,8,82,Female,64
26,77,Medium,Medium,7,98,Male,69
4,91,Medium,Medium,4,86,Male,64
19,74,Medium,High,9,82,Male,66
11,99,High,Medium,7,89,Male,72
17,67,Low,Low,7,62,Female,60
18,84,Low,High,6,98,Male,69
18,64,Medium,Medium,6,51,Female,62
17,89,Medium,Medium,6,82,Female,70
13,100,Low,Low,4,54,Female,65
34,93,High,Medium,6,93,Male,77
31,82,Medium,High,5,98,Male,71
13,79,Medium,High,7,70,Female,66
29,93,Medium,Medium,5,93,Female,74
18,97,Medium,High,8,67,Male,70
21,100,Medium,Medium,5,58,Male,69
20,76,Medium,Medium,9,64,Male,64
16,100,Medium,Medium,8,65,Female,69
26,66,High,High,5,82,Female,68
21,70,Medium,Low,7,90,Male,63
17,64,Medium,Medium,6,60,Male,61
12,71,Medium,Medium,8,54,Male,61
15,91,Medium,Low,10,61,Male,65
10,94,Medium,High,9,65,Female,65
20,91,High,Medium,6,64,Female,69
13,85,High,High,7,61,Female,69
18,81,Low,Medium,9,73,Male,65
28,88,Low,High,8,93,Female,72
27,76,High,High,9,55,Female,69
20,94,High,Medium,8,93,Female,71
19,87,Medium,Medium,7,75,Female,67
31,88,Medium,High,7,83,Male,72
23,81,High,High,5,91,Female,70
18,95,Low,Medium,6,65,Female,68
11,70,Medium,Medium,6,98,Female,66
22,75,Medium,High,6,54,Male,68
25,91,High,Low,7,76,Female,71
16,80,Low,Medium,7,63,Male,63
22,96,Medium,High,7,70,Male,70
18,74,Medium,High,8,72,Male,65
19,75,High,High,6,96,Female,70
5,96,Medium,Low,8,72,Male,65
19,79,High,High,9,85,Male,68
26,81,High,Medium,8,98,Female,69
16,73,Medium,Medium,6,75,Female,66
20,71,Low,Medium,8,70,Female,62
15,86,Medium,High,8,99,Male,70
22,65,High,Low,8,91,Female,65
19,95,Low,High,9,97,Male,71
14,91,Medium,High,8,70,Male,68
28,68,Low,Low,9,85,Male,65
26,88,Low,High,7,62,Female,70
16,84,Medium,High,6,93,Male,69
23,67,Medium,Low,9,97,Male,66
23,71,Medium,Medium,6,63,Male,66
24,76,High,Medium,10,55,Male,67
10,88,Low,Medium,9,60,Female,63
26,86,Low,High,7,82,Female,70
17,81,High,Medium,9,64,Male,65
18,91,Medium,High,8,82,Male,70
36,90,Medium,High,5,68,Male,74
22,85,High,Medium,6,96,Female,69
18,91,High,Medium,7,73,Male,68
7,73,Medium,Medium,7,75,Male,64
28,95,High,Medium,9,67,Male,73
12,85,Medium,Medium,7,54,Male,66
14,93,Medium,Low,5,75,Male,65
18,82,High,Low,6,89,Male,66
28,69,Medium,Low,8,98,Male,67
25,82,Medium,High,4,54,Male,67
19,75,Medium,Medium,5,90,Female,66
22,88,Medium,Low,6,63,Male,69
16,79,Medium,Medium,8,91,Male,69
21,93,Medium,Low,7,67,Female,68
20,87,Low,Low,8,56,Female,64
26,87,Medium,Medium,7,81,Male,70
26,69,Medium,Medium,7,95,Female,67
23,99,Low,Low,6,59,Male,68
18,94,Medium,Medium,8,51,Female,67
24,92,High,Medium,5,94,Female,73
19,73,Medium,Medium,7,85,Male,65
14,81,Medium,High,9,90,Male,69
18,65,Medium,Medium,6,53,Male,63
21,82,Medium,Medium,5,95,Female,68
25,66,Medium,High,4,71,Female,64
19,82,Low,High,8,95,Female,68
13,86,Medium,High,8,53,Male,66
20,76,Medium,Medium,6,94,Male,65
21,80,Medium,Medium,5,84,Female,69
21,95,Low,Medium,7,78,Male,69
26,64,Low,High,9,53,Male,64
26,92,High,High,5,84,Male,74
16,67,High,Medium,9,80,Female,64
16,61,Medium,Low,4,86,Female,63
14,67,High,Medium,5,86,Female,64
24,91,Medium,Medium,7,72,Male,71
29,76,Low,High,8,60,Female,68
18,95,Medium,Medium,9,96,Female,72
19,81,Medium,Low,8,96,Male,67
29,61,Medium,High,9,61,Male,64
23,89,Medium,Low,7,82,Male,70
23,64,High,Medium,6,60,Female,65
13,92,High,Medium,9,93,Male,69
24,67,High,Medium,9,55,Male,65
14,74,High,Medium,8,100,Male,66
13,90,High,Medium,8,81,Female,67
18,98,Medium,Low,9,51,Male,68
16,75,Medium,Medium,8,94,Male,65
19,93,Medium,Medium,7,84,Male,68
11,68,Medium,High,8,85,Male,63
26,92,Medium,Medium,8,64,Male,71
27,86,High,Medium,8,67,Male,71
8,68,High,Medium,7,96,Female,65
26,72,Medium,Low,8,82,Female,65
15,65,Medium,Low,8,51,Female,61
25,75,High,High,7,66,Male,68
20,68,Low,Medium,6,80,Female,65
20,86,Low,Medium,9,57,Male,66
19,100,High,Low,5,55,Male,69
27,60,High,High,6,53,Female,65
13,82,Medium,High,7,82,Female,65
24,83,High,Medium,4,66,Male,70
27,97,Medium,Medium,9,69,Female,70
24,80,Medium,Medium,7,53,Female,67
34,82,Medium,High,9,87,Female,75
17,79,Low,Low,10,88,Female,65
26,71,Medium,Medium,7,91,Female,66
19,62,High,Medium,9,83,Male,67
27,76,Low,Medium,5,89,Male,67
20,62,Low,Medium,8,79,Female,62
18,82,Medium,Medium,6,75,Male,66
28,72,Low,High,8,63,Male,66
17,81,High,Low,8,53,Male,64
12,65,Low,Medium,7,65,Male,60
17,97,Medium,Medium,8,84,Female,70
24,96,Medium,Medium,8,96,Female,72
28,68,High,Medium,7,63,Male,67
21,74,Medium,High,10,83,Female,67
28,85,Medium,Medium,7,74,Female,72
12,64,High,High,9,81,Male,63
17,74,Low,Medium,9,50,Female,60
18,70,Medium,Medium,4,56,Male,65
19,97,High,Medium,9,61,Male,72
21,94,Medium,High,9,95,Male,70
24,83,High,Medium,7,52,Female,71
17,81,Low,Medium,8,78,Male,66
21,97,Low,Medium,8,96,Female,72
20,97,Low,Medium,9,83,Female,73
14,99,High,Medium,6,74,Male,71
19,65,High,Low,9,69,Male,64
19,66,Medium,High,5,81,Male,66
19,87,Medium,Medium,4,74,Male,69
20,82,Low,Medium,8,85,Female,66
20,61,Medium,High,9,81,Male,63
17,62,Medium,Medium,7,78,Male,62
28,96,High,Low,4,98,Male,98
13,95,High,High,5,92,Female,71
16,74,High,Medium,8,80,Female,66
37,96,Medium,Medium,7,77,Female,75
14,84,High,Medium,9,86,Female,68
12,92,High,Medium,7,90,Male,69
24,77,Medium,Low,6,65,Male,68
8,65,Medium,Medium,7,83,Female,60
19,77,Medium,Low,9,57,Female,64
33,78,Medium,Medium,9,72,Male,71
11,82,High,High,7,97,Male,69
8,64,Medium,Medium,7,66,Male,60
11,100,High,High,8,58,Female,70
25,70,Low,Medium,6,57,Male,66
27,68,High,Medium,8,70,Male,68
17,81,High,Low,7,61,Female,67
24,81,Medium,Medium,7,71,Male,70
28,78,High,Medium,7,86,Male,69
31,91,Medium,High,7,94,Male,75
19,81,Medium,Low,10,56,Male,65
6,84,Medium,Medium,6,88,Male,65
15,89,Medium,Low,6,55,Male,66
17,61,High,Medium,9,69,Male,64
18,83,Low,Medium,8,100,Female,66
19,95,Medium,High,8,53,Female,70
27,61,High,Low,5,51,Male,63
28,76,Low,Low,7,67,Male,66
19,97,Low,Medium,8,98,Female,71
27,74,Medium,High,6,51,Male,68
22,78,Medium,Medium,8,61,Male,68
20,99,Low,Medium,7,80,Male,71
25,68,Low,Medium,6,62,Female,63
20,63,Low,Low,9,53,Male,60
32,94,Medium,High,9,53,Female,73
11,95,Medium,Medium,7,78,Female,68
17,79,High,High,8,78,Female,70
19,81,Medium,Medium,9,85,Male,66
23,93,High,Medium,6,57,Female,72
28,90,High,Low,8,75,Male,70
20,71,High,High,6,80,Male,68
11,61,Medium,Medium,5,61,Male,60
25,79,High,Medium,6,77,Male,68
25,94,High,High,5,85,Female,74
8,96,Medium,Medium,8,100,Male,68
20,98,Low,Medium,6,80,Male,72
10,95,Medium,High,5,93,Male,69
16,83,Low,Medium,8,92,Female,98
15,78,Medium,High,8,97,Male,68
25,91,Medium,Low,7,86,Female,70
21,90,Medium,Medium,8,61,Female,69
12,82,High,Low,6,65,Female,64
25,63,Medium,Low,6,89,Male,65
11,97,Medium,Medium,8,76,Female,69
22,78,Medium,Low,9,63,Male,67
15,75,Medium,High,6,83,Female,65
18,85,Medium,High,6,95,Female,70
23,87,High,Low,8,68,Male,68
23,68,Medium,Medium,8,80,Female,65
28,93,Medium,Medium,7,79,Male,74
20,72,Medium,Medium,9,56,Male,65
22,67,High,High,10,55,Male,65
17,76,High,Medium,8,94,Female,68
21,89,Medium,Medium,6,97,Female,68
23,99,Medium,Medium,8,95,Female,74
19,92,High,Medium,6,70,Female,71
9,98,High,Medium,9,64,Male,67
22,66,Medium,Medium,6,97,Female,64
22,63,Low,Low,7,94,Male,61
16,82,Medium,Medium,6,91,Female,66
12,72,Medium,Medium,7,67,Female,61
29,93,Medium,High,7,82,Male,73
23,87,Low,Medium,8,88,Male,70
19,99,Low,Medium,7,79,Male,70
13,70,Medium,Low,7,80,Female,63
15,79,High,Medium,6,88,Male,69
28,80,High,High,7,88,Male,72
21,70,Medium,High,5,62,Female,66
17,84,High,High,9,70,Male,68
23,78,Medium,High,7,89,Male,67
15,78,Medium,High,9,63,Female,65
29,75,Low,Medium,7,96,Male,68
28,61,High,Medium,4,92,Female,68
17,81,High,Medium,6,95,Male,69
16,73,High,High,7,65,Male,66
4,60,Medium,Medium,7,55,Male,58
11,72,High,Low,8,55,Male,60
12,71,High,High,7,78,Female,67
21,76,Medium,Medium,6,65,Female,65
18,65,High,Medium,6,63,Male,62
12,80,Medium,High,6,61,Male,65
18,88,High,High,8,78,Male,69
23,85,Low,High,8,77,Male,70
23,92,Low,High,6,71,Male,70
9,78,High,Medium,9,57,Female,63
19,81,Low,Medium,8,96,Male,69
12,92,Low,Medium,6,71,Male,64
25,77,Medium,High,7,56,Male,69
25,88,High,Medium,8,52,Male,70
15,77,Medium,Medium,5,58,Female,64
15,77,High,Medium,5,65,Male,65
17,90,High,Medium,8,82,Male,70
6,67,Medium,Low,6,99,Male,60
22,74,Medium,High,9,64,Female,68
18,69,Low,Low,10,89,Male,61
26,74,Medium,Low,8,96,Female,68
13,69,Medium,Low,8,70,Male,61
16,83,Low,Medium,5,63,Female,64
11,92,Medium,Medium,5,75,Female,66
14,91,Medium,Medium,7,95,Male,70
13,75,High,High,5,51,Female,65
26,100,Medium,High,7,74,Female,74
16,84,High,High,6,88,Male,66
21,76,Low,Medium,7,80,Male,65
18,93,Low,High,7,75,Female,69
12,89,Medium,High,8,78,Female,69
19,90,Low,High,7,81,Female,69
